Common_Name	Scientific_Name	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Family	Prey_Genus	Unidentified	Prey_Stage	Fraction_Diet_By_Wt_or_Vol	Fraction_Diet_By_Items	Fraction_Occurrence	Fraction_Diet_Unspecified	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera	Scarabeidae		NO		NA	0.04	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera	Scolytidae		NO		NA	0.016	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Coleoptera			YES		NA	0.066	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Hemiptera	Corizidae		NO		NA	0.003	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Hemiptera	Nabidae		NO		NA	0.006	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Hemiptera			YES		NA	0.03	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Homoptera	Cercopidae		NO		NA	0.008	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Homoptera	Cicadellidae		NO		NA	0.006	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Western Wood-Pewee	Contopus sordidulus	Tyrannidae	"AOU 7th ed., 56th supplement"	-105.1037877	38.0404934	NA	NA	NA	Colorado	San Isabel National Forest	"coniferous forest, grassland"		1965		1966	Summer	Animalia	Arthropoda	Insecta	Homoptera			YES		NA	0.006	NA	NA	334	69	1	stomach contents		TH	"Baldwin, P.H. and D.L. Beaver, 1975.  Ecological Overlap and the Problem of Competition and Sympatry in the Western and Hammond's Flycatchers.  The Condor Vol. 7 no. 1."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.701	NA	NA	42	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.035	NA	NA	42	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.042	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.637	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.105	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Triodia	NO	Seed	NA	0.039	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Asterales	Compositae	Iva	NO	Seed	NA	0.004	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.042	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae		YES	Seed	NA	0.071	NA	NA	267	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.007	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.835	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.004	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Triodia	NO	Seed	NA	0.023	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Poales	Gramineae	Chloris	NO	Seed	NA	0.059	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Plantae			Fabales	Leguminosae	Galactia	NO	Seed	NA	0.004	NA	NA	238	44	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Coleoptera			NO		NA	0.178	NA	NA	15	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Lepidoptera			NO		NA	0.035	NA	NA	15	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Animalia	Arthropoda	Insecta	Hemiptera			NO		NA	0.053	NA	NA	15	5	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Coleoptera			NO		NA	0.007	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Isoptera			NO		NA	0.004	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Orthoptera			NO		NA	0.007	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Lepidoptera			NO		NA	0.025	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Hemiptera			NO		NA	0.011	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Insecta	Homoptera			NO		NA	0.004	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Animalia	Arthropoda	Arachnoides				YES		NA	0.004	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Animalia	Arthropoda	Insecta	Homoptera			NO		NA	0.022	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Animalia	Arthropoda	Insecta	Diptera			NO		NA	0.022	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Bachman's Sparrow	Peucaea aestivalis	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	12	1971	2	1972	Winter	Animalia	Arthropoda	Arachnoides				YES		NA	0.022	NA	NA	17	11	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.874	NA	NA	220	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.005	NA	NA	220	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.005	NA	NA	220	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	7	1971	8	1972	Summer	Plantae			Malpighiales	Euphorbiaceae		YES	Seed	NA	0.064	NA	NA	220	4	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Digitaria	NO	Seed	NA	0.418	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Panicum	NO	Seed	NA	0.105	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Setaria	NO	Seed	NA	0.277	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Gramineae	Triodia	NO	Seed	NA	0.096	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Poales	Cyperaceae	Cyperus	NO	Seed	NA	0.049	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae	Acalypha	NO	Seed	NA	0.013	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae	Euphorbia	NO	Seed	NA	0.022	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
Field Sparrow	Spizella pusilla	Emberizidae	AOU 7th ed. 54th supplement	-94.68451	31.611737	NA	NA	NA	Texas	"Nacogdoches, Angelina, and Jasper counties"	"grassland, forest"	9	1971	11	1972	Fall	Plantae			Malpighiales	Euphorbiaceae		YES	Seed	NA	0.002	NA	NA	458	15	2	stomach contents	All diet fraction calculations for these three sparrow species were adjusted to account for total number of both seeds and arthropods consumed	TH	"Allaire, P.N. and C.D. Fisher, 1975.  Feeding Ecology of Three Resident Sympatric Sparrows in Eastern Texas. The Auk Vol. 92 no. 2."
