Common_Name	Scientific_Name	Subspecies	Family	Taxonomy	Longitude_dd	Latitude_dd	Altitude_min_m	Altitude_mean_m	Altitude_max_m	Location_Region	Location_Specific	Habitat_type	Observation_Month_Begin	Observation_Year_Begin	Observation_Month_End	Observation_Year_End	Observation_Season	Analysis_Number	Prey_Kingdom	Prey_Phylum	Prey_Class	Prey_Order	Prey_Suborder	Prey_Family	Prey_Genus	Prey_Scientific_Name	Inclusive_Prey_Taxon	Prey_Name_ITIS_ID	Prey_Name_Status	Prey_Stage	Prey_Part	Prey_Common_Name	Fraction_Diet	Diet_Type	Item_Sample_Size	Bird_Sample_Size	Sites	Study_Type	Notes	Entered_By	Source	Doi	Sex	Age_Class	Within_Study_Data_Source	Table_Fig_Number	Title	Lastname_author	Source_year	Journal							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	35	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.172	Items	29	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	SY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	35	Animalia	Arthropoda	Insecta	Diptera					Yes						0.034	Items	29	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	SY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	35	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.276	Items	29	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	SY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	35	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			Yes						0.138	Items	29	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	SY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	36	Animalia	Arthropoda	Insecta	Psocodea					Yes						0.404	Items	52	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	36	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha				Yes						0.269	Items	52	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	36	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.135	Items	52	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	36	Animalia	Arthropoda	Insecta	Diptera					Yes						0.077	Items	52	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	36	Animalia	Arthropoda	Insecta	Hymenoptera					Yes						0.115	Items	52	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.02	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Arachnida	Pseudoscorpiones					Yes						0.02	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Psocodea					Yes						0.137	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha				Yes						0.137	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.216	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Diptera					Yes						0.137	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.02	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.255	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
American Redstart	Setophaga ruticilla		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	3	2017	3	2017	Winter	37	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			Yes						0.059	Items	51	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Psocodea					Yes						0.227	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Thysanoptera					Yes						0.023	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha				Yes						0.045	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.182	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Diptera					Yes						0.023	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.023	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.114	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	38	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			Yes						0.364	Items	44	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.087	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Psocodea					Yes						0.109	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha				Yes						0.022	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.043	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Diptera					Yes						0.043	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Lepidoptera					Yes			Larva			0.109	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.174	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			Yes						0.348	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	39	Animalia	Arthropoda	Insecta						Yes			Egg			0.065	Items	46	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	M	ASY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	40	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.125	Items	8	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	40	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.25	Items	8	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	40	Animalia	Arthropoda	Insecta	Hymenoptera					No						0.25	Items	8	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	40	Animalia	Arthropoda	Insecta	Hymenoptera		Formicidae			Yes						0.375	Items	8	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Arachnida	Araneae					Yes						0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Arachnida						No					Mites	0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Psocodea					Yes						0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Hemiptera	Heteroptera				Yes						0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Hemiptera	Auchenorrhyncha				Yes						0.087	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Neuroptera					Yes			Adult			0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Coleoptera					Yes						0.13	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
Black-throated Blue Warbler	Setophaga caerulescens		Parulidae	eBird Clements Checklist v2021	18.25	-77.94				Jamaica	Betheltown in Westmoreland Parish	Deciduous forest	2	2017	2	2017	Winter	41	Animalia	Arthropoda	Insecta	Diptera					Yes						0.043	Items	23	1	1	Stomach contents		AM	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	10.1111/ibi.13006	F	AHY			High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities	Kent	2022	International Journal of Avian Sciences							
