"Common_Name"	"Scientific_Name"	"Subspecies"	"Family"	"Taxonomy"	"Longitude_dd"	"Latitude_dd"	"Altitude_min_m"	"Altitude_mean_m"	"Altitude_max_m"	"Location_Region"	"Location_Specific"	"Habitat_type"	"Observation_Month_Begin"	"Observation_Year_Begin"	"Observation_Month_End"	"Observation_Year_End"	"Observation_Season"	"Analysis_Number"	"Prey_Kingdom"	"Prey_Phylum"	"Prey_Class"	"Prey_Order"	"Prey_Suborder"	"Prey_Family"	"Prey_Genus"	"Prey_Scientific_Name"	"Inclusive_Prey_Taxon"	"Prey_Name_ITIS_ID"	"Prey_Name_Status"	"Prey_Stage"	"Prey_Part"	"Prey_Common_Name"	"Fraction_Diet"	"Diet_Type"	"Item_Sample_Size"	"Bird_Sample_Size"	"Sites"	"Study_Type"	"Notes"	"Entered_By"	"Source"	"Doi"	"Sex"	"Age_Class"	"Within_Study_Data_Source"	"Table_Fig_Number"	"Title"	"Lastname_author"	"Source_year"	"Journal"	"X"	"X.1"	"X.2"	"X.3"	"X.4"	"X.5"	"X.6"
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	29	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Heteroptera"	""	""	""	"yes"	NA	NA	""	NA	""	0.042	"Items"	48	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	29	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	""	""	"yes"	NA	NA	""	NA	""	0.25	"Items"	48	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	29	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.167	"Items"	48	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	29	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.083	"Items"	48	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	29	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.25	"Items"	48	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""	""	"yes"	NA	NA	""	NA	"Mites"	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Blattodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.036	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.055	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Heteroptera"	""	""	""	"yes"	NA	NA	""	NA	""	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	""	""	"yes"	NA	NA	""	NA	""	0.073	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.036	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.073	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.673	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	30	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	"Formicidae"	""	""	"yes"	NA	NA	""	NA	""	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Heteroptera"	""	""	""	"yes"	NA	NA	""	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	""	""	"yes"	NA	NA	""	NA	""	0.319	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.106	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""	""	"no"	NA	NA	"larva"	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""	""	"no"	NA	NA	"adult"	NA	""	0.021	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""	""	"no"	NA	NA	""	NA	""	0.362	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	31	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	"Formicidae"	""	""	"yes"	NA	NA	""	NA	""	0.085	"Items"	47	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"SY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Arachnida"	"Pseudoscorpiones"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Blattodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.018	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Auchenorrhyncha"	""	""	""	"yes"	NA	NA	""	NA	""	0.127	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.055	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""	""	"no"	NA	NA	""	NA	""	0.381	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	32	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	"Formicidae"	""	""	"yes"	NA	NA	""	NA	""	0.381	"Items"	55	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	33	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.074	"Items"	27	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	33	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""	""	"yes"	NA	NA	""	NA	""	0.037	"Items"	27	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
"American Redstart"	"Setophaga ruticilla"	NA	"Parulidae"	"eBird Clements Checklist v2021"	18.25	-77.94	NA	NA	NA	"Jamaica"	"Betheltown in Westmoreland Parish"	"deciduous forest"	2	2017	2	2017	"winter"	33	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Heteroptera"	""	""	""	"yes"	NA	NA	""	NA	""	0.074	"Items"	27	1	1	"stomach contents"	NA	"AM"	"Kent, C M. 2022. High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities. International Journal of Avian Science 164: 44-59."	"10.1111/ibi.13006"	"M"	"ASY"	NA	NA	"High resource overlap and small dietary differences are widespread in food-limited warbler (Parulidae) communities"	"Kent"	2022	"International Journal of Avian Sciences"	NA	NA	NA	NA	NA	NA	NA
